query_protein,similar_protein,similarity
Q7RTV2,P46439,0.9138235
Q7RTV2,P08684,0.9120835
Q7RTV2,P28161,0.9107703
Q7RTV2,P09488,0.9104092
Q7RTX0,O95255,0.9607787
Q7RTX0,P23276,0.9586437
Q7RTX0,Q02846,0.9572853
Q7RTX0,Q9HC29,0.95711017
Q7RTX0,P52333,0.9543985
Q7RTX0,O95382,0.95394886
Q7RTX0,Q96RQ9,0.9539354
Q7RTX0,Q04912,0.95361793
Q7RTX0,O95977,0.9519588
Q7RTX0,Q96G91,0.9519572
Q7SI98,P26514,0.9886834
Q7SI98,P80561,0.93133175
Q7SI98,P00775,0.9292474
Q7SI98,P29600,0.92393875
Q7SI98,P07986,0.9141991
Q7SI98,P00781,0.91048646
Q7SI98,P00780,0.8937557
Q7SI98,P00782,0.88277197
Q7SI98,P27693,0.8791821
Q7SI98,Q8GB52,0.8716382
Q7SIA3,Q51705,0.99044824
Q7SIA3,Q45135,0.9727707
Q7SIA3,P16099,0.9677037
Q7SIA3,Q44048,0.9673139
Q7SIA3,P09152,0.96316123
Q7SIA3,P0A108,0.95615804
Q7SIA3,P09788,0.9541036
Q7SIA3,P50440,0.95345974
Q7SIA3,Q6A8X5,0.95337385
Q7SIA3,Q9Z4J7,0.9526346
Q7SIA5,Q9I596,0.96572495
Q7SIA5,Q46444,0.9609931
Q7SIA5,P46883,0.9605608
Q7SIA5,P52700,0.9574568
Q7SIA5,O68601,0.9567833
Q7SIA5,P84888,0.95580816
Q7SIA5,P25006,0.9551887
Q7SIA5,P07173,0.95455
Q7SIA5,P9WNL7,0.951671
Q7SIA5,P0ABK9,0.9516442
Q7SID9,Q51705,0.95098144
Q7SID9,Q6A8X5,0.95070875
Q7SID9,Q9KWU1,0.9456673
Q7SID9,P35354,0.94493127
Q7SID9,P09152,0.94322354
Q7SID9,Q7SIA3,0.94314414
Q7SID9,P11797,0.9423939
Q7SID9,Q54276,0.9422826
Q7SID9,P39300,0.94187677
Q7SID9,P06875,0.9414752
Q7SIE2,P29717,0.9347502
Q7SIE2,Q8GJ44,0.9326563
Q7SIE2,P04746,0.9285097
Q7SIE2,P19961,0.9284436
Q7SIE2,P09850,0.92739093
Q7SIE2,P23904,0.9260553
Q7SIE2,P37700,0.91915447
Q7SIE2,P14410,0.9173614
Q7SIE2,P10478,0.91128147
Q7SIE2,O82839,0.90901256
Q7SIE9,Q8VTT5,0.9910438
Q7SIE9,P81006,0.97632784
Q7SIE9,Q45515,0.97473097
Q7SIE9,Q9F0J6,0.97174203
Q7SIE9,Q8P8J2,0.97109115
Q7SIE9,P39377,0.9701352
Q7SIE9,P75914,0.96836114
Q7SIE9,Q9FDN7,0.9683275
Q7SIE9,P14941,0.9655789
Q7SIE9,Q8GMG0,0.9611974
Q7SIG1,Q9FDN7,0.96532273
Q7SIG1,Q53464,0.9643973
Q7SIG1,P0A6V8,0.9581639
Q7SIG1,P39662,0.95805
Q7SIG1,P9WNH5,0.95627964
Q7SIG1,Q7ADF8,0.9558727
Q7SIG1,Q8P8J2,0.9551177
Q7SIG1,P37610,0.9538622
Q7SIG1,P47229,0.9536313
Q7SIG1,Q9LCX9,0.9527649
Q7WT42,P38038,0.95554125
Q7WT42,P9WIQ3,0.9545231
Q7WT42,P9WNX3,0.9521259
Q7WT42,P9WQB3,0.95098317
Q7WT42,Q7ADF8,0.9487288
Q7WT42,Q59771,0.94846904
Q7WT42,P71278,0.9484247
Q7WT42,O32449,0.94728124
Q7WT42,P9WP23,0.9471458
Q7WT42,P0A1F6,0.94702864
Q7WUJ1,P46883,0.95849
Q7WUJ1,P0AE22,0.9561773
Q7WUJ1,P26918,0.9544444
Q7WUJ1,Q89ZI2,0.95305955
Q7WUJ1,P49424,0.951625
Q7WUJ1,P0ABK9,0.950909
Q7WUJ1,P06875,0.94917977
Q7WUJ1,Q7SIA5,0.9481492
Q7WUJ1,P81040,0.94787896
Q7WUJ1,Q9I596,0.94716096
Q7Z2H8,P11168,0.9629626
Q7Z2H8,P23975,0.96232283
Q7Z2H8,P31645,0.9621328
Q7Z2H8,Q14973,0.9604104
Q7Z2H8,Q9NY91,0.9602022
Q7Z2H8,Q9UPY5,0.95950127
Q7Z2H8,Q92887,0.957128
Q7Z2H8,Q01959,0.9569355
Q7Z2H8,O15403,0.9550542
Q7Z2H8,O15439,0.9515269
Q7Z2W7,P42336,0.98381543
Q7Z2W7,Q8NET8,0.98244166
Q7Z2W7,P42338,0.9797872
Q7Z2W7,P16499,0.9783361
Q7Z2W7,Q9Y233,0.9752668
Q7Z2W7,P51160,0.9743725
Q7Z2W7,P35913,0.9741306
Q7Z2W7,P48736,0.97381264
Q7Z2W7,P52429,0.97315145
Q7Z2W7,Q15111,0.97303855
Q7Z2Z2,P49619,0.9715911
Q7Z2Z2,Q8N543,0.9702158
Q7Z2Z2,Q9UGN5,0.96693844
Q7Z2Z2,Q14181,0.9667057
Q7Z2Z2,Q9P2J5,0.9654498
Q7Z2Z2,P56282,0.9648411
Q7Z2Z2,Q8TBC4,0.9621332
Q7Z2Z2,O95477,0.96164846
Q7Z2Z2,Q14289,0.9615574
Q7Z2Z2,P23743,0.9614786
Q7Z3E1,Q13075,0.9704442
Q7Z3E1,O75747,0.97029483
Q7Z3E1,Q99572,0.96581346
Q7Z3E1,Q16659,0.96556437
Q7Z3E1,P36888,0.96401095
Q7Z3E1,P48551,0.96341395
Q7Z3E1,P29475,0.9620247
Q7Z3E1,Q05209,0.96171135
Q7Z3E1,P08922,0.95917565
Q7Z3E1,Q9Y6R4,0.9586504
Q7Z3S7,Q9NY47,0.9887661
Q7Z3S7,Q8IZS8,0.9868883
Q7Z3S7,P06756,0.97646785
Q7Z3S7,P54289,0.97120315
Q7Z3S7,O95477,0.9696063
Q7Z3S7,Q5JUK3,0.9679768
Q7Z3S7,P00533,0.96683514
Q7Z3S7,P08648,0.96583754
Q7Z3S7,Q92542,0.965667
Q7Z3S7,P01024,0.96536964
Q7Z3Y4,P01834,0.9287112
Q7Z3Y4,P01619,0.88152677
Q7Z3Y4,P01599,0.8752198
Q7Z3Y4,P01857,0.8700487
Q7Z3Y4,P01593,0.8685789
Q7Z3Y4,P0CG04,0.86848986
Q7Z3Y4,P01859,0.86392957
Q7Z3Y4,P01615,0.8234436
Q7Z3Y4,P01709,0.81880146
Q7Z3Y4,P17538,0.8154321
Q7Z406,Q16512,0.9159162
Q7Z406,P35579,0.9143419
Q7Z406,P35749,0.9137405
Q7Z406,P08729,0.90847427
Q7Z406,O94804,0.90410984
Q7Z406,P07332,0.9024528
Q7Z406,P26640,0.889211
Q7Z406,Q01082,0.88906103
Q7Z406,Q6PHR2,0.8887195
Q7Z406,Q9Y6K9,0.8866252
Q7Z460,P27448,0.96622944
Q7Z460,Q9UKE5,0.9606266
Q7Z460,Q8IVH8,0.9525075
Q7Z460,Q7KZI7,0.9499959
Q7Z460,Q13554,0.9453448
Q7Z460,Q9Y4K4,0.9393978
Q7Z460,Q13177,0.9376813
Q7Z460,P19793,0.93635964
Q7Z460,P56524,0.93482363
Q7Z460,Q9P0L2,0.9347469
Q7Z4J2,P52848,0.972831
Q7Z4J2,Q16706,0.96769845
Q7Z4J2,P06858,0.9655851
Q7Z4J2,Q969I3,0.965577
Q7Z4J2,P22413,0.9655154
Q7Z4J2,Q6P093,0.9643482
Q7Z4J2,O60513,0.9640442
Q7Z4J2,Q9Y5X9,0.9639176
Q7Z4J2,Q9NPH5,0.9635104
Q7Z4J2,Q05586,0.9629314
Q7Z4W1,Q92506,0.9367821
Q7Z4W1,Q6UWP2,0.933246
Q7Z4W1,Q53H96,0.9326559
Q7Z4W1,P13716,0.9321945
Q7Z4W1,P51649,0.9295781
Q7Z4W1,Q9NYR8,0.9293302
Q7Z4W1,O75600,0.9282103
Q7Z4W1,Q9UKU7,0.9271133
Q7Z4W1,Q96NR8,0.92695785
Q7Z4W1,Q02127,0.9266057
Q7Z5B4,P49069,0.95111966
Q7Z5B4,P30305,0.9398782
Q7Z5B4,P15382,0.9350425
Q7Z5B4,P01106,0.9347683
Q7Z5B4,P04637,0.931525
Q7Z5B4,P05067,0.9312868
Q7Z5B4,P50607,0.92844164
Q7Z5B4,Q9NR82,0.9281921
Q7Z5B4,Q06481,0.92722094
Q7Z5B4,Q96PY6,0.92650545
Q7Z5Q5,Q02108,0.97171724
Q7Z5Q5,Q9Y616,0.9647537
Q7Z5Q5,O43353,0.96278846
Q7Z5Q5,Q9UHN1,0.96144485
Q7Z5Q5,P33402,0.96141183
Q7Z5Q5,Q6ZN16,0.96106404
Q7Z5Q5,O75417,0.95810217
Q7Z5Q5,Q9P2K8,0.9569984
Q7Z5Q5,Q8NEV4,0.9558491
Q7Z5Q5,O14920,0.9555083
Q816R0,P25971,0.9672996
Q816R0,P54548,0.96656775
Q816R0,O31156,0.9600303
Q816R0,P08164,0.9591696
Q816R0,P39593,0.9587772
Q816R0,P36946,0.95814353
Q816R0,P77836,0.95801675
Q816R0,P53608,0.9560838
Q816R0,P19080,0.9523616
Q816R0,P61432,0.9514641
Q819K2,Q8NX78,0.9846186
Q819K2,P68826,0.98420155
Q819K2,Q82ZJ0,0.9836973
Q819K2,O31410,0.9754465
Q819K2,P68771,0.9577301
Q819K2,Q9XBQ3,0.9571735
Q819K2,Q8DP79,0.95604885
Q819K2,P54548,0.95101357
Q819K2,Q8NW68,0.9499234
Q819K2,P37747,0.94861484
Q819U0,Q672W7,0.96247137
Q819U0,Q82ZJ0,0.94624436
Q819U0,Q8NX78,0.9461113
Q819U0,P68826,0.94577634
Q819U0,Q819K2,0.9430273
Q819U0,Q59192,0.9394891
Q819U0,P0A8M5,0.93794674
Q819U0,Q8NW68,0.93692863
Q819U0,O31410,0.9360981
Q819U0,Q9WYH8,0.9351399
Q81C15,Q06174,0.9299291
Q81C15,O31156,0.92240775
Q81C15,P32396,0.92147386
Q81C15,P32397,0.9196085
Q81C15,Q81EE4,0.9188818
Q81C15,P54548,0.9187535
Q81C15,Q819K2,0.9177216
Q81C15,P94548,0.9171548
Q81C15,P37551,0.91499627
Q81C15,O34928,0.9140477
Q81EE4,Q9KEQ1,0.96773034
Q81EE4,A0A0H3JRU9,0.9540414
Q81EE4,P0AC38,0.95327175
Q81EE4,P07464,0.95279086
Q81EE4,O87696,0.9507225
Q81EE4,P0A078,0.9483317
Q81EE4,P0A079,0.9483317
Q81EE4,Q59931,0.948189
Q81EE4,P54548,0.9477432
Q81EE4,P83812,0.9474957
Q81EW9,Q01234,0.9546931
Q81EW9,P38489,0.9527761
Q81EW9,A0A0H3JRU9,0.9503408
Q81EW9,P0AFG8,0.94995844
Q81EW9,P14779,0.94713235
Q81EW9,A0A0H3K1U2,0.9454974
Q81EW9,O68541,0.94548273
Q81EW9,P04964,0.9436021
Q81EW9,O34974,0.94202715
Q81EW9,P41972,0.9413829
Q81F54,P0A9M5,0.93851554
Q81F54,P96965,0.93462855
Q81F54,P13981,0.93109
Q81F54,P0A6I3,0.93066883
Q81F54,Q9L6V3,0.9289048
Q81F54,P0A6Q3,0.92796004
Q81F54,P0A6Q5,0.92796004
Q81F54,P0AG16,0.92682856
Q81F54,P33121,0.92669094
Q81F54,P43985,0.92635
Q81R22,P0A017,0.95869064
Q81R22,A0A0M3KKX1,0.9490509
Q81R22,P19938,0.94732237
Q81R22,P61432,0.9427092
Q81R22,P54455,0.9384283
Q81R22,P27623,0.9382782
Q81R22,P56740,0.9339756
Q81R22,Q9RME2,0.9320122
Q81R22,Q5HEB7,0.9312718
Q81R22,P25971,0.9306418
Q81ZL8,P0AG16,0.94783854
Q81ZL8,P0A6I3,0.9410669
Q81ZL8,Q44532,0.9386898
Q81ZL8,P06149,0.9378732
Q81ZL8,Q9KVB4,0.93636113
Q81ZL8,P48163,0.9342405
Q81ZL8,P43886,0.9332741
Q81ZL8,Q51782,0.9330778
Q81ZL8,P0A6Q5,0.93208253
Q81ZL8,P0A6Q3,0.93208253
Q820S6,P24093,0.9434209
Q820S6,Q57254,0.94254816
Q820S6,A0A0H2Z368,0.9400699
Q820S6,Q72EF3,0.93541247
Q820S6,P81040,0.93499494
Q820S6,P46883,0.93483514
Q820S6,Q46704,0.9320638
Q820S6,P19424,0.9307991
Q820S6,Q8XL08,0.92888063
Q820S6,P0C0J0,0.9259788
Q820T1,P83812,0.9544874
Q820T1,Q9S400,0.9541011
Q820T1,Q55793,0.95336026
Q820T1,Q9RME2,0.95032585
Q820T1,P0A789,0.9482648
Q820T1,Q9FBC5,0.947806
Q820T1,O24990,0.94728476
Q820T1,P77444,0.9469217
Q820T1,P76270,0.94682753
Q820T1,Q97R46,0.94640666
Q82EE4,P9WHT9,0.9307209
Q82EE4,Q54528,0.9260855
Q82EE4,P9WI73,0.9253603
Q82EE4,P9WPN5,0.9246513
Q82EE4,P9WJM7,0.9236236
Q82EE4,Q8KI25,0.9205632
Q82EE4,P9WH69,0.91745734
Q82EE4,Q53908,0.91709375
Q82EE4,Q9RW27,0.9163053
Q82EE4,P9WIQ3,0.9163002
Q82IZ1,Q9XB59,0.98303586
Q82IZ1,O05935,0.9743505
Q82IZ1,Q84II6,0.97259
Q82IZ1,Q56839,0.9717082
Q82IZ1,P39300,0.9706171
Q82IZ1,P18548,0.96958196
Q82IZ1,O52646,0.9667483
Q82IZ1,Q9LCC8,0.96668047
Q82IZ1,Q06700,0.96052325
Q82IZ1,Q6A8X5,0.96010554
Q82ZJ0,Q8NX78,0.9896116
Q82ZJ0,P68826,0.9892467
Q82ZJ0,P68771,0.9838071
Q82ZJ0,Q819K2,0.9836973
Q82ZJ0,Q8DP79,0.9826753
Q82ZJ0,O31410,0.96772885
Q82ZJ0,P41972,0.95822597
Q82ZJ0,A0A0H3JRU9,0.954512
Q82ZJ0,P37747,0.95223665
Q82ZJ0,Q9KEI9,0.9518275
Q836J0,Q8Y7N7,0.9863478
Q836J0,Q9A1B7,0.97135115
Q836J0,Q06174,0.94820595
Q836J0,P75792,0.9464298
Q836J0,P54548,0.94323975
Q836J0,Q820T1,0.94308704
Q836J0,P61432,0.9429951
Q836J0,P83812,0.9429671
Q836J0,P46828,0.94291145
Q836J0,Q9S400,0.9427811
Q837V6,Q9S400,0.9601611
Q837V6,P77836,0.95907456
Q837V6,P52026,0.9583429
Q837V6,P72524,0.9579496
Q837V6,Q4L5E3,0.957685
Q837V6,P61432,0.9560925
Q837V6,P00953,0.9551087
Q837V6,P05653,0.95436066
Q837V6,P0A4L9,0.9525871
Q837V6,Q9FBC5,0.951908
Q83LD8,P26276,0.9713899
Q83LD8,P08192,0.9699755
Q83LD8,P42593,0.9691174
Q83LD8,P30012,0.9685643
Q83LD8,P33221,0.9673503
Q83LD8,O32449,0.9664942
Q83LD8,P10902,0.9649583
Q83LD8,P25924,0.9636669
Q83LD8,P05020,0.9634714
Q83LD8,P15770,0.9632652
Q83P33,P0A7D4,0.99993384
Q83P33,Q8ZIV7,0.9968509
Q83P33,P04079,0.9801948
Q83P33,P0AB91,0.9757942
Q83P33,P0A1P6,0.97370934
Q83P33,P0A7Z3,0.97055405
Q83P33,P24630,0.96932983
Q83P33,Q8ZKF6,0.96911335
Q83P33,P26276,0.96841496
Q83P33,P07650,0.9678851
Q83QN9,P77173,0.9995822
Q83QN9,P02929,0.9110348
Q83QN9,Q12797,0.86578584
Q83QN9,Q15059,0.86432564
Q83QN9,P10802,0.86183065
Q83QN9,Q8XB74,0.8615198
Q83QN9,P14625,0.8606862
Q83QN9,Q02760,0.8598479
Q83QN9,P38038,0.8592051
Q83QN9,P31133,0.8551377
Q83WG3,Q9FCA6,0.97069806
Q83WG3,Q00441,0.96913946
Q83WG3,P9WPN5,0.965487
Q83WG3,Q8KI25,0.96424866
Q83WG3,Q54527,0.9631132
Q83WG3,Q54528,0.9622712
Q83WG3,Q06528,0.9608146
Q83WG3,Q47NK3,0.9552647
Q83WG3,Q9ZGI2,0.9513267
Q83WG3,O07732,0.94598746
Q840M4,Q9L5C7,0.9998667
Q840M4,Q939N4,0.99981046
Q840M4,Q9L5C8,0.9996537
Q840M4,Q9EXV5,0.98911905
Q840M4,Q47066,0.9839188
Q840M4,Q93LQ9,0.96736646
Q840M4,Q9F663,0.96736646
Q840M4,P09546,0.9429839
Q840M4,P08690,0.94130045
Q840M4,P14532,0.9412296
Q84CU3,Q5SKH7,0.9467213
Q84CU3,P83453,0.94463634
Q84CU3,Q5SKH6,0.9400986
Q84CU3,Q5SIR5,0.93906605
Q84CU3,P56194,0.9360284
Q84CU3,Q75WK2,0.9341701
Q84CU3,Q9WYV8,0.93352175
Q84CU3,Q9WXV1,0.93180466
Q84CU3,Q9LCX9,0.9315535
Q84CU3,Q746L7,0.93067604
Q84EX5,Q48436,0.96179587
Q84EX5,Q06319,0.9460719
Q84EX5,P66010,0.94148016
Q84EX5,Q6GI75,0.9388993
Q84EX5,P28790,0.9375145
Q84EX5,P49189,0.93630457
Q84EX5,Q9FBC5,0.9306631
Q84EX5,P77674,0.93037623
Q84EX5,Q55793,0.9297805
Q84EX5,Q9GV41,0.92882603
Q84FH6,Q5SL87,0.9667666
Q84FH6,P83849,0.9610608
Q84FH6,Q5SHZ4,0.960513
Q84FH6,Q56232,0.9577224
Q84FH6,P59846,0.95724666
Q84FH6,Q5SKC5,0.95527893
Q84FH6,Q5SIR5,0.9545971
Q84FH6,P80373,0.9522662
Q84FH6,P83453,0.95090014
Q84FH6,Q9LCX9,0.94869787
Q84II6,O05935,0.9864192
Q84II6,P39300,0.9740862
Q84II6,Q9XB59,0.97383165
Q84II6,Q82IZ1,0.97259
Q84II6,Q56839,0.9703722
Q84II6,Q06700,0.9670596
Q84II6,P39639,0.96687293
Q84II6,Q6A8X5,0.9551687
Q84II6,P0A110,0.9516815
Q84II6,L0DSL2,0.9506712
Q86SZ2,Q93050,0.9448295
Q86SZ2,P16118,0.94094
Q86SZ2,P00492,0.94073313
Q86SZ2,P22234,0.939933
Q86SZ2,Q13733,0.9377889
Q86SZ2,O76054,0.93747914
Q86SZ2,P53041,0.9363082
Q86SZ2,Q13126,0.9359337
Q86SZ2,P14618,0.93576235
Q86SZ2,Q9NWZ5,0.93534607
Q86T13,P19235,0.9730756
Q86T13,Q96PD5,0.97191477
Q86T13,P32927,0.9707069
Q86T13,P51172,0.9550992
Q86T13,P40238,0.95389163
Q86T13,P07359,0.95369196
Q86T13,P49765,0.95313513
Q86T13,Q9Y6Q6,0.94907427
Q86T13,P01019,0.94471025
Q86T13,P07204,0.94348043
Q86TI2,Q6V1X1,0.98753
Q86TI2,O00763,0.97287977
Q86TI2,P52429,0.9726604
Q86TI2,Q13085,0.9718038
Q86TI2,Q9NSE4,0.96947265
Q86TI2,Q16518,0.9687199
Q86TI2,Q9NWM0,0.9671261
Q86TI2,Q8N1G2,0.9668269
Q86TI2,Q9NVH6,0.96628046
Q86TI2,P52848,0.96603173
Q86U10,Q5JTZ9,0.9741394
Q86U10,Q9BW92,0.9634162
Q86U10,Q92781,0.9604268
Q86U10,Q9HA77,0.96031237
Q86U10,Q13488,0.9586755
Q86U10,Q9NYA1,0.95866317
Q86U10,Q05932,0.9581895
Q86U10,Q8IVS2,0.95720637
Q86U10,P14061,0.95593226
Q86U10,P21964,0.9558679
Q86UE8,Q9UKI8,0.99333894
Q86UE8,Q16206,0.9631916
Q86UE8,Q92830,0.9624743
Q86UE8,P19838,0.9596572
Q86UE8,Q92831,0.9565319
Q86UE8,O43283,0.9547423
Q86UE8,P40763,0.9545208
Q86UE8,Q9NYL2,0.954322
Q86UE8,Q9BPZ7,0.9539357
Q86UE8,O96017,0.9531298
Q86UW7,Q9ULU8,0.9946002
Q86UW7,O00750,0.98088735
Q86UW7,Q9Y2I7,0.9775151
Q86UW7,Q99683,0.9769014
Q86UW7,Q15111,0.97592914
Q86UW7,Q9P2K8,0.97521913
Q86UW7,Q6ZN16,0.975011
Q86UW7,Q9BPZ7,0.9749893
Q86UW7,O00418,0.9736512
Q86UW7,Q07864,0.97198
Q86V67,O15145,0.98431027
Q86V67,P80529,0.97474957
Q86V67,P10943,0.97331834
Q86V67,Q8VUS8,0.9715816
Q86V67,Q8NEY4,0.9709393
Q86V67,P56381,0.9689614
Q86V67,Q86YB8,0.96515703
Q86V67,Q09093,0.96394664
Q86V67,P59998,0.9631057
Q86V67,O15144,0.95886904
Q86V86,Q9NPB1,0.9409905
Q86V86,Q15102,0.9397675
Q86V86,O75676,0.93729186
Q86V86,P28562,0.93687344
Q86V86,P14061,0.93671227
Q86V86,Q9UNX9,0.93057406
Q86V86,P08620,0.9289205
Q86V86,Q96RP8,0.92711073
Q86V86,P11474,0.9270134
Q86V86,Q9P1W9,0.9254924
Q86VB7,P16581,0.95275354
Q86VB7,P16109,0.94219255
Q86VB7,P14151,0.9411734
Q86VB7,P04003,0.9376427
Q86VB7,P04070,0.9328705
Q86VB7,P25311,0.9325546
Q86VB7,P08174,0.9311731
Q86VB7,Q9Y5Y6,0.93054616
Q86VB7,P03952,0.9279061
Q86VB7,P98155,0.92678905
Q86VU5,P14061,0.9588837
Q86VU5,P80365,0.9458885
Q86VU5,O15528,0.9454539
Q86VU5,Q96GD0,0.945125
Q86VU5,P19971,0.9409529
Q86VU5,Q6V0L0,0.9401479
Q86VU5,Q9HBH1,0.9391841
Q86VU5,Q969S8,0.9379529
Q86VU5,Q5JTZ9,0.93520474
Q86VU5,Q86U10,0.934245
Q86VZ1,P51582,0.972414
Q86VZ1,P41231,0.97144663
Q86VZ1,Q15077,0.9714087
Q86VZ1,Q13304,0.96546966
Q86VZ1,P35414,0.9641738
Q86VZ1,O15552,0.96110684
Q86VZ1,P25116,0.96052945
Q86VZ1,P46663,0.9597726
Q86VZ1,P30989,0.95949936
Q86VZ1,Q9HC97,0.9537475
Q86VZ5,Q8NHU3,0.98906696
Q86VZ5,P35610,0.9766381
Q86VZ5,Q99712,0.9743242
Q86VZ5,P04839,0.9737379
Q86VZ5,P48651,0.97199553
Q86VZ5,Q9Y487,0.971483
Q86VZ5,Q9NPH5,0.97114575
Q86VZ5,O60266,0.9709718
Q86VZ5,Q14832,0.9658703
Q86VZ5,P48048,0.9658683
Q86W47,O95477,0.94200516
Q86W47,P54756,0.9415946
Q86W47,Q9UF33,0.93934166
Q86W47,Q08462,0.9364845
Q86W47,Q15375,0.93632114
Q86W47,Q96RD7,0.9353137
Q86W47,P29323,0.93402755
Q86W47,P54762,0.9337248
Q86W47,P29320,0.93286943
Q86W47,O00180,0.93262637
Q86WA6,Q99685,0.9665793
Q86WA6,Q02338,0.96642256
Q86WA6,O15382,0.9644582
Q86WA6,P34913,0.96258605
Q86WA6,Q8IVS2,0.9614076
Q86WA6,P21549,0.96031904
Q86WA6,Q9UI32,0.9595305
Q86WA6,P21964,0.9589431
Q86WA6,Q9HA77,0.95866406
Q86WA6,Q03154,0.95845926
Q86WV6,Q9NXE4,0.9901591
Q86WV6,Q5T4S7,0.97148126
Q86WV6,Q10588,0.9705366
Q86WV6,Q86YB8,0.9660968
Q86WV6,Q9Y6R4,0.96334314
Q86WV6,Q8NEY4,0.96303695
Q86WV6,P11439,0.95988584
Q86WV6,B7JA91,0.95634
Q86WV6,Q4R2T2,0.956142
Q86WV6,P78527,0.9551036
Q86XF0,P00374,0.9478204
Q86XF0,P21673,0.90125555
Q86XF0,O14717,0.9012268
Q86XF0,P22234,0.8958047
Q86XF0,P46439,0.8955357
Q86XF0,P42330,0.8922304
Q86XF0,P49662,0.8915841
Q86XF0,P11309,0.8914223
Q86XF0,P17516,0.8912935
Q86XF0,P52895,0.890906
Q86XP1,Q16760,0.99142575
Q86XP1,O75912,0.97795737
Q86XP1,P49619,0.9728904
Q86XP1,Q5JUK3,0.9702208
Q86XP1,Q96QT4,0.9698194
Q86XP1,O75164,0.96975434
Q86XP1,Q15139,0.9685718
Q86XP1,Q9UBF8,0.9661821
Q86XP1,P11274,0.96571136
Q86XP1,Q14289,0.9648202
Q86Y39,P10620,0.9243833
Q86Y39,Q15125,0.9198584
Q86Y39,P17413,0.9193822
Q86Y39,P35610,0.9190782
Q86Y39,Q8WW43,0.9164431
Q86Y39,O75746,0.9153909
Q86Y39,Q9UBM7,0.91426504
Q86Y39,O95168,0.9131124
Q86Y39,A0A045KKX4,0.9122075
Q86Y39,O95470,0.91219056
Q86YB8,O15145,0.9827125
Q86YB8,Q8NEY4,0.98243755
Q86YB8,Q10588,0.982417
Q86YB8,O15144,0.97591066
Q86YB8,Q9NXE4,0.97320974
Q86YB8,Q5T4S7,0.9697765
Q86YB8,P21283,0.9690236
Q86YB8,P0A094,0.96882
Q86YB8,Q9Y6R4,0.9672248
Q86YB8,P59998,0.9667392
Q86YN6,Q9Y6Q6,0.95748127
Q86YN6,P78559,0.95150566
Q86YN6,Q9Y468,0.94780725
Q86YN6,Q8TF76,0.9450433
Q86YN6,Q9P2N6,0.9448899
Q86YN6,P32927,0.93890715
Q86YN6,P19235,0.9374491
Q86YN6,Q9H4M7,0.93739897
Q86YN6,Q86T13,0.9370005
Q86YN6,Q13233,0.93330204
Q86YV6,P53779,0.9464401
Q86YV6,Q9Y6E0,0.94007164
Q86YV6,Q9UIK4,0.93842924
Q86YV6,Q9UK32,0.9381324
Q86YV6,Q8NCM2,0.9377227
Q86YV6,O95259,0.9340743
Q86YV6,P51812,0.9338354
Q86YV6,Q00532,0.93255806
Q86YV6,O14936,0.9319551
Q86YV6,P78356,0.931327
Q86YZ3,P08519,0.85734546
Q86YZ3,P35527,0.7723611
Q86YZ3,P16112,0.76895195
Q86YZ3,Q02817,0.75829655
Q86YZ3,Q6L8H2,0.7505746
Q86YZ3,Q701N4,0.7471279
Q86YZ3,P13645,0.7451962
Q86YZ3,P35908,0.709118
Q86YZ3,P16070,0.70674044
Q86YZ3,Q02192,0.7009338
Q873X9,P31723,0.9326354
Q873X9,Q99798,0.93122524
Q873X9,P23381,0.9306947
Q873X9,P0AFM2,0.92892194
Q873X9,P40926,0.9240926
Q873X9,P0AB71,0.92265147
Q873X9,Q01581,0.92186946
Q873X9,O75390,0.92143667
Q873X9,P04746,0.9213623
Q873X9,P19961,0.921268
Q87MW5,P14779,0.9542264
Q87MW5,P37321,0.95085156
Q87MW5,Q6FEW8,0.9490607
Q87MW5,P43985,0.9466822
Q87MW5,P46072,0.9455757
Q87MW5,P00484,0.9452535
Q87MW5,P31677,0.9437945
Q87MW5,Q16222,0.94326246
Q87MW5,P00864,0.9430812
Q87MW5,P52045,0.94197845
Q888A4,Q53547,0.9598061
Q888A4,Q8ZKR2,0.9517703
Q888A4,P23234,0.9506459
Q888A4,P32173,0.94798714
Q888A4,P77150,0.94790435
Q888A4,P45510,0.947008
Q888A4,P07771,0.9468101
Q888A4,P20932,0.94585
Q888A4,P00722,0.9453109
Q888A4,P0A115,0.94522774
Q88CZ6,P9WGV3,0.9754212
Q88CZ6,P9WKK7,0.973915
Q88CZ6,P0AFG8,0.9722104
Q88CZ6,P18314,0.9694837
Q88CZ6,P37330,0.9689754
Q88CZ6,P41020,0.9687443
Q88CZ6,P31013,0.9680761
Q88CZ6,Q9Y3I0,0.9679394
Q88CZ6,P31012,0.9675632
Q88CZ6,P94692,0.96740353
Q88H32,P20586,0.97071284
Q88H32,P00438,0.96940696
Q88H32,P33221,0.96554923
Q88H32,Q00740,0.96409655
Q88H32,P42593,0.9610847
Q88H32,P26276,0.96034336
Q88H32,Q9L6V3,0.96015644
Q88H32,Q46856,0.95944726
Q88H32,P95468,0.9590094
Q88H32,P40871,0.95689654
Q88K39,P06608,0.977234
Q88K39,P00805,0.96856105
Q88K39,P0AEB2,0.9627767
Q88K39,P0AEB3,0.9627767
Q88K39,P02918,0.96065044
Q88K39,P08149,0.95978785
Q88K39,P08506,0.95929575
Q88K39,Q8Z2X8,0.95895636
