drug,smiles,name
DB05942, ,GI-5005
DB04612,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C12)OC1=CC=CC=C1)C(C)(C)C,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE"
DB05943,[H][C@]1(CCCC=C1C(=O)OCC)S(=O)(=O)NC1=C(Cl)C=C(F)C=C1,Resatorvid
DB04613,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)C1=COC=C1,"(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER"
DB05944,C[C@@H]1COC(NC2=CC=C3N=CN=C(NC4=CC=C(OCC5=NC=CS5)C(Cl)=C4)C3=C2)=N1,Varlitinib
DB04614,O=C1NC2=C(C=C1)[C@@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,(R)-tacrine(10)-hupyridone
DB05945, ,MDX-1303
DB04610,C[C@@]1(CCC2=CC=CC=C2)NC2=C(N=C1CO)C(=O)NC(N)=N2,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin"
DB05941, ,Leronlimab
DB04619,CC(=O)C1=CC=CC=C1,Acetophenone
DB04615,O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,(S)-tacrine(10)-hupyridone
DB04616,C(CCCCNC1=C2CCCCC2=NC2=CC=CC=C12)CCCNC1=CC=NC2=CC=CC=C12,TACRINE(8)-4-AMINOQUINOLINE
DB04617,[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12,"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM"
DB04618,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE"
DB04622,CC(=O)NCCC1=CNC=N1,N-acetylhistamine
DB04623,CCOCCOC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@]1(CC2=CC=CC=C2)NC=C([C@@H]2[C@@H]3OC(=O)N[C@@H]3C3=CC=CC=C23)C1=O,"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE"
DB04624,[H][C@](O)(CC)C[C@@]([H])(O)C1=C(O)C2=C(C=C1CC(=O)OC)C(=O)C1=CC=CC(O)=C1C2=O,DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME)
DB05956,Cl.Cl.CC1=NC=CN1CC1=CC(=CN=N1)C1=CC=C(F)C(=C1)C(F)F,EVT-101
DB05950, ,Contulakin-G
DB04620,NC1(CCCC1)C(O)=O,Cycloleucine
DB04626,CN[C@H]1[C@@H](O)[C@H]2O[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O,Apramycin
DB04627,OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=O)C=CN23)[C@@H]1O,Cyclouridine
DB04628,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H]3NC(C)=O)[C@@H](CO)[C@@H]2O1,Allosamidin
DB05959,COC1=C(C=C2CC[C@H]3[C@@H]4CC=C[C@@]4(C)CC[C@@H]3C2=C1)C(N)=O,ENMD-1198
DB04629,COC[C@H](N(C)C)C(=O)O[C@@H]1C\C=C\C=C\C(=O)O[C@@H](C\C=C\[C@H](OC)C[C@H](C)C\C=C(C)\[C@@H](OC)CC[C@@H](C)[C@@H](O)[C@@H]1C)[C@@H](C)[C@@H](O)[C@@H](C)CC[C@@H](OC(=O)[C@H](C)N(C)C)[C@H](C)[C@H](OC(C)=O)[C@H](C)\C=C\N(C)C=O,Aplyronine A
DB03301,CC1=CC=CC(CC=C)=C1O,2-Allyl-6-Methyl-Phenol
DB04633,CCCNCCCNCCCNCC,"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine"
DB05964,[H][C@]12C[C@]1(CNC2)C1=CC(Cl)=C(Cl)C=C1,Amitifadine
DB03300,[H][C@]12NC3=C(N[C@@]1([H])C(S)=C(S)[C@@H](COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)O2)C(=O)NC(N)=N3,Pterin Cytosine Dinucleotide
DB04634,[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(O)=O,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE
DB05966,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CC1=CC=C(OCC[C@H]2CC[C@H]3[C@@H]4[C@H](C)CC5=C(C=CC(O)=C5)[C@H]4CC[C@]23C)C(OC)=C1,TAS-108
DB04636,CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O,Glutamine t-butyl ester
DB05967, ,ANZ-100
DB03305,CC(=N)NCCC[C@H](N)C(O)=O,N(G)-Iminoethylornithine
DB03304,NCC1=CNC2=C1C(=O)NC(N)=N2,7-Deaza-7-Aminomethyl-Guanine
DB04630,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@H](O)C[C@]12C=O)C(=O)CO,Aldosterone
DB05961,COC(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,PPL-100
DB03303,OC[C@@H](O)[C@@H](O)C[C@H](O)C(O)=O,3-deoxy-D-arabino-hexonic acid
DB04631,[H][C@](C)(C[C@]([H])(C)[C@@]([H])(Cl)CCl)C(=O)C1=C(O)C(OC)=C(NC1=O)OC,Atpenin A5
DB03302,ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One"
DB04632,OC1=C(CNC2CCN(CC2)S(=O)(=O)NC2=CC(OC3=CC=C(F)C=C3)=CC=C2)C=CC=C1,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE
DB03309,OS(=O)(=O)CCNC1CCCCC1,N-cyclohexyltaurine
DB03308,CC(C)C[C@H](N)C(=O)NO,L-Leucyl-Hydroxylamine
DB03307,NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide
DB03306,COC1=CC=CC(C=O)=C1OP(O)(O)=O,RU78300
DB04637,OCCCCCCBr,6-Bromo-1-hexanol
DB05968,CS(=O)(=O)OCCN(CCBr)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)NCCOP(O)(O)=O,PR-104
DB04638,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,"2,5-di-tert-butylhydroquinone"
DB05969,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CCNCC3)S2)O1,SNS-032
DB04639,[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,Biphenylalanine
DB03312,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,Brivudine
DB04644,CC1=C(C)C(OCCCC(O)=O)=CC=C1NC(=O)NC(=O)C1=CC=C(Cl)C=C1Cl,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID"
DB03311,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide"
DB04645,CC1=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C=CC=C1OCCCCC(O)=O,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID"
DB03310,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,Glutathione disulfide
DB04646,CC(C)C1=C(Br)C(=O)C(C)=C(Br)C1=O,Dibromothymoquinone
DB04647,C[C@@H](NC(=O)[C@H](CCCCNC(=O)OCC1=CC=CC=C1)NC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(O)=O)B(O)O,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA
DB03316,C1COCCO1,"1,4-Dioxane"
DB04640,OS(=O)(=O)C1=CC2=CC=C(C=C2C=C1)S(O)(=O)=O,"Naphthalene-2,6-disulfonic acid"
DB05971, ,Archexin
DB03315,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1,Guanosine 3'-monophosphate
DB04641,OC(=O)C1=C(O)C=C2C=CC(O)=CC2=C1,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID"
DB03314,N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O,5-fluorotryptophan
DB04642,OC(=O)CCCCCCOC1=C(Cl)C=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1Cl,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID"
DB05973,O[C@@H]1[C@@H](COS(O)(=O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,Inosine 5'-sulfate
DB03313,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CCC[C@@H](N)C(O)=O)C(O)=O,Cephalosporin C
DB04643,OC(=O)CCCOC1=CC=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID"
DB05974,C\C(\C=C\C=C(/C)C(O)=O)=C/C=C/C=C(\C)/C=C/C=C(\C)C(O)=O,Transcrocetinate
DB03319,[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate"
DB03318,[H]N=C1N(C)C=NC2=C1N=CN2[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O,6-Hydro-1-Methyladenosine-5'-Monophosphate
DB03317,CC(S)C1=C2C=C3C(C)=C(C(C)S)C4=[N+]3[Fe--]35N6C(=C4)C(C)=C(CCC(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4CCC(O)=O,Ferroheme C
DB04648,NCCCSC[C@H](N)CO,S-propylamine-L-cysteine
DB04649,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N1C=C[C@@](N)(O)NC1=O)C(N)=N,TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S
DB05906, ,CCR5 mAb
DB05903,C[C@H]1\C=C\C\C(C)=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1,KOS-1584
DB05904, ,BLX-883
DB05905,CC(C)N1N=C(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3CCN2CCN(CC2)C(C)=O)C2=CC=CC=C12,TD-2749
DB05911, ,RUS 3108
DB05912, ,REN-850
DB05918, ,LS11
DB05919, ,DDP-200
DB05913,FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=CC=CC=C34)C=CS2)C=C1,OSI-930
DB05915, ,MYO-029
DB05916, ,CT-011
DB05920, ,RTA 744
DB05928,CN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=C(N)C2=C(NC1=O)C=CC=C2F,Dovitinib
DB05929, ,GPI-0100
DB05924, ,NLX-P101
DB04600,NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1Br,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE"
DB05931, ,Pegdinetanib
DB04601,NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1,"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE"
DB05932,COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=C(NC(=O)[C@H](C)N)C=C1)=C2,Denibulin
DB04602,CN(C)C1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](N)[C@H]1O,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE
DB04603,NC1=NC(=O)N(C=C1C=O)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,5-Formyl-2'-deoxy-cytidine-5'-monophosphate
DB05934, ,CTCE-0214
DB05930, ,SB-559448
DB04608,OC1=CC2=C(NC3=CC(=C4C(=O)NC(=O)C4=C23)C2=CC=CC=C2)C=C1,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE"
DB05939,C1CC2=C(C1)C(=NN2)C1=NNN=N1,MK-0354
DB04609,O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2CC2)[C@@H]1CC1=CC=CC=C1,INHIBITOR Q8467 OF DUPONT MERCK
DB04604,[H][C@]1(CO)O[C@@]([H])(N2C=C(I)C3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,5-iodotubercidin
DB04605,NC1=CC=CC2=C1C=CN=C2,5-Aminoisoquinoline
DB05936,CCCN1C(=O)N(CC)C2=C(NC(=N2)C2=CN(CC3=CC=CC(=C3)C(F)(F)F)N=C2)C1=O,CVT-6883
DB04606,CCCOC1=CC2=C(NC=C2C[C@@H](NS(=O)(=O)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC2=CC=C(C=C2)C(N)=N)C=C1,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE)
DB04607,NS(=O)(=O)C1=CC=C(NC2=CN3C=C(C=CC3=N2)C(=O)C2=C(Cl)C=CC=C2Cl)C=C1,"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE"
DB05938,OC1CN(CCCOCCC2=CC3=C(SC=C3)C=C2)C1,Edonerpic
DB14014,CCCCCNC(=O)N1CCC(CN(CC2=CC=C(S2)[N+]([O-])=O)CC2=CC=C(Cl)C=C2)C1,SR-9011
DB15345,FC1=C2[C@H](CN3CCC(CC3)NCC3=NN=C4OCCOC4=C3)CN3C2=C(C=C1)C=CC3=O,GSK-945237
DB14015,[Na+].OS([O-])=O,Sodium bisulfite
DB15346,O=C1N=C(OC[C@@H]2COCCO2)C=C2N1CCC1=CC(=CC=C21)C#CC1CC1,GLPG-1205
DB14012, ,Burosumab
DB15343,C[C@H]1CN(CC2=CC(=CC(NC3=NC=C(Cl)C(=N3)C3=CNC4=C3C=CC(C)=C4)=C2)C2CC2)C[C@@H](C)N1,HM-43239
DB14013,CCOC(=O)N1CCC(CN(CC2=CC=C(S2)[N+]([O-])=O)CC2=CC=C(Cl)C=C2)C1,SR-9009
DB15344,CC(C)(O)CC(O)=O,beta-Hydroxyisovaleric acid
DB14018,CN1C2=C(NC(Br)=N2)C(=O)N(C)C1=O,Bromotheophylline
DB15349, ,Sofituzumab vedotin
DB14019,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CC[N+](C)(COP(O)([O-])=O)CC1,Fosnetupitant
DB14016, ,Ox bile extract
DB15347,CC#CC(=O)N[C@H]1CCCN(C1)C1=C2C(C)=C(C)NC2=C(C=C1F)C(N)=O,Branebrutinib
DB14017,C[C@H](\C=C\C=C(/C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C)CC2)\C=C\[C@@H]1C)C1=CC=CC=N1,H3B-8800
DB15348,FC1=CC(F)=C(OCC2=CC=CC=C2C2CCNCC2)C(F)=C1,Ampreloxetine
DB04691,CC1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2OCCN2C=CN=C2)C(=O)NC1=O,2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate
DB04692,[H]N([C@@H](C(C)C)C(=O)N([H])[C@H](C(=O)N([H])C(C[C@@H]1CCN([H])C1=O)\C=C\C(=O)OCC)C1=CC=CC=C1)C(=O)OC(C)(C)C,Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate
DB04693,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12[H],"Estrane-3,17-dione"
DB04694,[H][C@]1(O[C@](O)(C(O)=O)[C@]([H])(F)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CO,"2,6-anhydro-3-deoxy-3-fluoronononic acid"
DB02032,C[C@@H](CS)C(=O)N1CCC[C@H]1C(O)=O,Epicaptopril
DB03363,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(C)=O)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,3-Acetylpyridine Adenine Dinucleotide
DB02031,NC1=NC2=C(N[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1,"(6S)-5,6,7,8-tetrahydrofolic acid"
DB03362,[H][C@](N)(CCCCN(C)C)C(O)=O,N-Dimethyl-Lysine
DB02030,CC1=CC2=C(C=C1C)N(C=N2)[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,Alpha-Ribazole-5'-Phosphate
DB03361,[H][C@@](C)(O)[C@]12NC3=NC(C)=NC=C3CN1C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S2,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate"
DB03360,[H][C@]1(CCCN1C(C)=O)C(O)=O,N-Acetylproline
DB04690,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O,Camptothecin
DB02036,[H][C@]1(CC(=O)NO)SC2=CC=CC=C2NC1=O,"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide"
DB03367,[H][C@](CC(O)=O)(NC(=O)C1=CC(=CS1)C1=CC=C(C=C1)C1=CC=NC=C1)C1=CC=CC=C1,PF-00356231
DB04699,O=C1CCCO1,gamma-Butyrolactone
DB02035,CCCCCCCCCCCCCCCCS(F)(=O)=O,Hexadecanesulfonyl fluoride
DB03366,N1C=CN=C1,Imidazole
DB02034,[H][C@@]1(O)CN2CCC[C@@]([H])(O)[C@]2([H])[C@]1([H])O,Tridolgosir
DB03365,COC1=CC2=NC=NC(NC3=CC(O)=CC=C3)=C2C=C1OC,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline"
DB02033,OC1=C([C@@H](C2CC2)C2=CC=CC(NS(=O)(=O)C3=CC=CC=C3)=C2)C(=O)OC2=C1CCCCCC2,"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide"
DB03364,CSCC[C@@H](NC(N)=O)C(O)=O,N-Carbamyl-D-Methionine
DB04695,[H]\C(CC\C(C)=C(/[H])CSP(O)(=O)OP(O)(O)=O)=C(\C)CCC=C(C)C,Farnesyl thiopyrophosphate
DB02039,[H][C@](N)(CSC(C)=O)C(O)=O,S-Acetyl-Cysteine
DB04696,OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN"
DB02038,CC1=NC=C(COP(O)(O)=O)C(CN[C@@H]2CONC2=O)=C1O,"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide"
DB03369,NC1=CC2=CC=CC=C2C2=CC=CC=C12,9-Aminophenanthrene
DB04697,NC(N)=NCCCC[C@H](NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H]1CCN1C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CC[C@H](CN=C(N)N)CC1)C(N)=O,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE
DB02037,NC1=NC(O)=C(N)C(O)=N1,"2,5-Diaminopyrimidin-4,6-diol"
DB03368,CC1(C(=O)NC(=O)NC1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione"
DB04698,[H]N(C1=NN([H])N=N1)S(=O)(=O)C1=CC2=C(OC3=CC=CC=C3C2=O)C=C1,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide"
DB14010,COC1=CC=C2NC=C(CCN(C)C)C2=C1,"5-methoxy-N,N-dimethyltryptamine"
DB15341,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(OC(=O)CCCCCCCCC(=O)OC5=C6O[C@H]7[C@@H](O)CC[C@@]8(O)[C@H]9CC(C=C5)=C6[C@@]78CCN9CC5CCC5)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,Dinalbuphine sebacate
DB14011,[H][C@]1(CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1O)C(C)=C.[H][C@@]12CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1OC2(C)C,Nabiximols
DB15342, ,Panobacumab
DB15340,N[C@@H](CNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CCCCCCCNC(=O)CC[C@H](NC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CS)C(O)=O,EC-0652
DB14025,NC1CCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,Clinafloxacin
DB15356,OC(=O)CN1C2=CC=CC=C2CC[C@H](NC(=O)C2(C[C@@H](CCC3=CC=CC4=CC=CC=C34)C(O)=O)CCCC2)C1=O,SLV-334
DB14026,OC(=O)C1=C(S)C=CC=C1,Thiosalicylic acid
DB15357,CCCCCCOC1=NSN=C1C1=CCCN(C)C1,Xanomeline
DB15354, ,Evinacumab
DB15355,CCCCCCC(=O)N[C@@H]1CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCCC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CNC=N2)NC1=O)[C@@H](C)CC)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1C[C@@H](NC(=O)[C@@H]1CCCNC(N)=N)C(N)=O,PL-3994
DB14029,FC1=C(C=C(C=N1)C1CC2CCC1N2)C1=CC=C(C=C1)C#N,Furafylline
DB14027,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NC(C)(C)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O,Taspoglutide
DB15358,C[C@H]1N(CCC2=C1N=NN2C1=NC=C(F)C=N1)C(=O)C1=C(Cl)C(=CC=C1)C(F)(F)F,JNJ-54175446
DB14028,ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,Nordazepam
DB15359,COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C(CC=C(C)C)C(O)=C1,Xanthohumol
DB03370,[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC(Cl)=C1Cl)N1C=NC(=C1)C(N)=O,FR239087
